1589,x=(((360-90)-90)-50)/2,"Line(P,A), Line(P,B), Circle(O), Point(A), Point(B), Equals(MeasureOf(Angle(P)),50), Find(MeasureOf(Angle(C)))",Line PA  Line PB  Circle O  Point A  Point B  Equals MeasureOf Angle P  50  Find MeasureOf Angle C   ,65
1590,x=8+10,"IsPerpendicularBisectorOf(Line(D,E),Line(A,C)), LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(B,C)),8), Equals(LengthOf(Line(A,B)),10), LengthOf(Triangle(E,B,C)), Find(PerimeterOf(Polygon($)))",IsPerpendicularBisectorOf Line DE Line AC   LengthOf Triangle ABC   Equals LengthOf Line BC  8  Equals LengthOf Line AB  10  LengthOf Triangle EBC   Find PerimeterOf Polygon $   ,18
1591,x=(145-30)-((180-30)/2),"LengthOf(Triangle(A,B,C)), Equals(LengthOf(Line(A,B)),Line(A,C)), Equals(MeasureOf(Angle(A)),30), Line(a), Line(b), Line(A,B), Point(D), Line(A,C), Point(E), Equals(MeasureOf(Angle(1)),145), Find(MeasureOf(Angle(2)))",LengthOf Triangle ABC   Equals LengthOf Line AB  Line AC   Equals MeasureOf Angle A  30  Line a  Line b  Line AB  Point D  Line AC  Point E  Equals MeasureOf Angle 1  145  Find MeasureOf Angle 2   ,40
1593,x=((180-70)/2)+70,"Parallel(Line(A,B),Line(C,D)), BisectsAngle(Line(A,E),MeasureOf(Angle(C,A,B))), Line(C,D), Point(E), Equals(MeasureOf(Angle(C)),70), Find(MeasureOf(Angle(A,E,D)))",Parallel Line AB Line CD   BisectsAngle Line AE MeasureOf Angle CAB    Line CD  Point E  Equals MeasureOf Angle C  70  Find MeasureOf Angle AED   ,125
1594,x=32/2,"Equals(PerimeterOf(Parallelogram(A,B,C,D)),32), IntersectAt(Line(A,C),Line(B,D),Point(O)), Perpendicular(Line(O,E),Line(A,C)), Line(A,D), Point(E), LengthOf(Triangle(D,C,E)), Find(PerimeterOf(Polygon($)))",Equals PerimeterOf Parallelogram ABCD  32  IntersectAt Line AC Line BD Point O   Perpendicular Line OE Line AC   Line AD  Point E  LengthOf Triangle DCE   Find PerimeterOf Polygon $   ,16
1595,x=(??((12/2)*(12/2)-10*10))*2,"Parallelogram(A,B,C,D), MeasureOf(Angle(B,A,D)), Line(B,C), Point(E), MeasureOf(Angle(A,B,C)), Line(A,D), Point(F), Line(E,F), Equals(LengthOf(Line(B,F)),12), Equals(LengthOf(Line(A,B)),10), Find(LengthOf(Line(A,E)))",Parallelogram ABCD  MeasureOf Angle BAD   Line BC  Point E  MeasureOf Angle ABC   Line AD  Point F  Line EF  Equals LengthOf Line BF  12  Equals LengthOf Line AB  10  Find LengthOf Line AE   ,16
1596,x=(4+3)+4,"Line(D,E), Line(A,B), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(D,C)),4), Equals(LengthOf(Line(E,C)),3), LengthOf(Triangle(D,C,E)), Find(PerimeterOf(Polygon($)))",Line DE  Line AB  Equals LengthOf Line AB  4  Equals LengthOf Line DC  4  Equals LengthOf Line EC  3  LengthOf Triangle DCE   Find PerimeterOf Polygon $   ,11
1602,x=50,"MeasureOf(Angle(1)), Equals(MeasureOf(Angle(2)),180), Equals(MeasureOf(Angle(3)),50), Find(MeasureOf(Angle(4)))",MeasureOf Angle 1   Equals MeasureOf Angle 2  180  Equals MeasureOf Angle 3  50  Find MeasureOf Angle 4   ,50
1603,x=180-104,"MeasureOf(Angle(1)), Equals(MeasureOf(Angle(2)),180), Equals(MeasureOf(Angle(3)),104), Find(MeasureOf(Angle(4)))",MeasureOf Angle 1   Equals MeasureOf Angle 2  180  Equals MeasureOf Angle 3  104  Find MeasureOf Angle 4   ,76
1605,x=(6/2)*(10/2),"Quadrilateral(A,B,C,D), Perpendicular(Line(A,C),Line(B,D)), Point(E), Point(F), Point(G), Line(A,B), Line(B,C), Line(C,D), Line(A,D), Equals(LengthOf(Line(A,C)),10), Equals(LengthOf(Line(B,D)),6), Find(AreaOf(Quadrilateral(E,F,G,H)))",Quadrilateral ABCD  Perpendicular Line AC Line BD   Point E  Point F  Point G  Line AB  Line BC  Line CD  Line AD  Equals LengthOf Line AC  10  Equals LengthOf Line BD  6  Find AreaOf Quadrilateral EFGH   ,15
1607,x=(180-64)/2,"Parallel(Line(A,B),Line(C,D)), Line(E,F), Line(A,B), Line(C,D), Point(E), Point(F), MeasureOf(Angle(A,E,F)), Point(G), Equals(MeasureOf(Angle(E,F,G)),64), Find(MeasureOf(Angle(E,G,F)))",Parallel Line AB Line CD   Line EF  Line AB  Line CD  Point E  Point F  MeasureOf Angle AEF   Point G  Equals MeasureOf Angle EFG  64  Find MeasureOf Angle EGF   ,58
1608,x=(180-140)+65,"Parallel(Line(a),Line(b))",Parallel Line a Line b  ,105
1609,x=50/2,"Line(O,E), MeasureOf(Angle(A,O,B)), Parallel(Line(C,D),Line(O,B)), Line(O,A), Equals(MeasureOf(Angle(A,C,D)),50), Find(MeasureOf(Angle(C,D,O)))",Line OE  MeasureOf Angle AOB   Parallel Line CD Line OB   Line OA  Equals MeasureOf Angle ACD  50  Find MeasureOf Angle CDO   ,25
1610,x=((180-115)*2)-180,"LengthOf(Triangle(A,B,C)), BisectsAngle(Line(B,F),MeasureOf(Angle(A,B,C))), BisectsAngle(Line(C,F),MeasureOf(Angle(A,C,B))), Equals(MeasureOf(Angle(B,F,C)),115), Find(MeasureOf(Angle(A)))",LengthOf Triangle ABC   BisectsAngle Line BF MeasureOf Angle ABC    BisectsAngle Line CF MeasureOf Angle ACB    Equals MeasureOf Angle BFC  115  Find MeasureOf Angle A   ,50
1611,x=90-30,"Triangle($), Equals(MeasureOf(Angle(1)),30), Find(MeasureOf(Angle(2)))",Triangle $  Equals MeasureOf Angle 1  30  Find MeasureOf Angle 2   ,60
1612,x=??((24/2)*(24/2)+5*5),"BaseOf(Polygon($)), Equals(CircumferenceOf(Circle($)),24), Equals(HeightOf(Polygon($)),5), Point(A), Point(B)",BaseOf Polygon $   Equals CircumferenceOf Circle $  24  Equals HeightOf Polygon $  5  Point A  Point B ,13
1613,x=90-30,"IsDiameterOf(Line(B,D),Circle(O)), Angle($), Equals(MeasureOf(Angle(A)),30), Find(MeasureOf(Angle(C,B,D)))",IsDiameterOf Line BD Circle O   Angle $  Equals MeasureOf Angle A  30  Find MeasureOf Angle CBD   ,60
1614,x=180-60,"Point(O), Triangle(A,B,C), Equals(MeasureOf(Angle(A)),60), Find(MeasureOf(Angle(B,O,C)))",Point O  Triangle ABC  Equals MeasureOf Angle A  60  Find MeasureOf Angle BOC   ,120
1615,x=(180-125)-90,"Parallelogram(A,B,C,D), Perpendicular(Line(C,E),Line(A,B)), Equals(MeasureOf(Angle(A)),125), Find(MeasureOf(Angle(B,C,E)))",Parallelogram ABCD  Perpendicular Line CE Line AB   Equals MeasureOf Angle A  125  Find MeasureOf Angle BCE   ,35
1616,x=(180-108)/2,"Square(A,B,C,D), Equals(MeasureOf(Angle(C)),108), BisectsAngle(Line(B,E),MeasureOf(Angle(A,B,C))), Find(MeasureOf(Angle(A,E,B)))",Square ABCD  Equals MeasureOf Angle C  108  BisectsAngle Line BE MeasureOf Angle ABC    Find MeasureOf Angle AEB   ,36
1617,x=90-55,"Line(A,B), Line(C,D), Point(O), Perpendicular(Line(O,E),Line(A,B)), Equals(MeasureOf(Angle(C,O,E)),55), Find(MeasureOf(Angle(B,O,D)))",Line AB  Line CD  Point O  Perpendicular Line OE Line AB   Equals MeasureOf Angle COE  55  Find MeasureOf Angle BOD   ,35
1618,x=(90-35)-35,"Triangle(A,B,C), Equals(MeasureOf(Angle(C)),90), Line(D,E), IntersectAt(Line(A,B),Line(A,C),Point(E)), Line(B,E), Equals(MeasureOf(Angle(A)),35), Find(MeasureOf(Angle(C,B,E)))",Triangle ABC  Equals MeasureOf Angle C  90  Line DE  IntersectAt Line AB Line AC Point E   Line BE  Equals MeasureOf Angle A  35  Find MeasureOf Angle CBE   ,20
1619,x=130-90,"Parallel(Line(b),Line(c)), Equals(MeasureOf(Angle(1)),130), Find(MeasureOf(Angle(2)))",Parallel Line b Line c   Equals MeasureOf Angle 1  130  Find MeasureOf Angle 2   ,40
1622,x=((6*8)/2)/2,"Rhombus(A,B,C,D), SinOf(g), Rhombus($), Find(AreaOf(Polygon($)))",Rhombus ABCD  SinOf g  Rhombus $  Find AreaOf Polygon $   ,12
1626,x=((90-50)-90)/2,"LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(B,A,C)),90), Perpendicular(Line(A,D),Line(B,C)), Point(D), BisectsAngle(Line(A,E),MeasureOf(Angle(D,A,C))), Equals(MeasureOf(Angle(B)),50), Find(MeasureOf(Angle(D,A,E)))",LengthOf Triangle ABC   Equals MeasureOf Angle BAC  90  Perpendicular Line AD Line BC   Point D  BisectsAngle Line AE MeasureOf Angle DAC    Equals MeasureOf Angle B  50  Find MeasureOf Angle DAE   ,25
1627,x=55+55,"Quadrilateral(A,B,C,D), Point(O), Equals(MeasureOf(Angle(B,A,O)),55), Find(MeasureOf(Angle(A,O,D)))",Quadrilateral ABCD  Point O  Equals MeasureOf Angle BAO  55  Find MeasureOf Angle AOD   ,110
1629,x=(20/30*90)-20,"UseTheorem(Xiao_Ming), WidthOf(Polygon($)), Line(B,C), Equals(Red(Line(A,B)),20), Equals(LengthOf(Line(B,D)),30), Equals(LengthOf(Line(C,E)),90)",UseTheorem Xiao_Ming  WidthOf Polygon $   Line BC  Equals Red Line AB  20  Equals LengthOf Line BD  30  Equals LengthOf Line CE  90 ,40
1632,x=60-25,"Parallel(Line(l),Line(m)), Line(n), Triangle(A,B,C), Angle($), Line(B,C), Equals(Line(n),25), Equals(MeasureOf(Angle(A,C,B)),60)",Parallel Line l Line m   Line n  Triangle ABC  Angle $  Line BC  Equals Line n 25  Equals MeasureOf Angle ACB  60 ,35
1633,x=70,"Parallel(Line(a),Line(b)), Equals(MeasureOf(Angle(1)),70), Find(MeasureOf(Angle(2)))",Parallel Line a Line b   Equals MeasureOf Angle 1  70  Find MeasureOf Angle 2   ,70
1634,x=(180-90)-52,"Line(A,B), Line(C,D), Point(O), Perpendicular(Line(O,E),Line(C,D)), Equals(MeasureOf(Angle(A,O,E)),52), Find(MeasureOf(Angle(B,O,D)))",Line AB  Line CD  Point O  Perpendicular Line OE Line CD   Equals MeasureOf Angle AOE  52  Find MeasureOf Angle BOD   ,38
1636,x=20*2,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,C,B)),20), Find(MeasureOf(Angle(A,O,B)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle ACB  20  Find MeasureOf Angle AOB   ,40
1638,x=(100/2)-180,"Circle(O), Angle($), Equals(MeasureOf(Angle(A,O,B)),100), MeasureOf(Angle(A,C,B))",Circle O  Angle $  Equals MeasureOf Angle AOB  100  MeasureOf Angle ACB  ,130
1639,x=3,"Equals(MeasureOf(Angle(1)),MeasureOf(Angle(2))), Equals(LengthOf(Line(A,C)),Line(A,D)), Equals(MeasureOf(Angle(C)),MeasureOf(Angle(D))), Equals(LengthOf(Line(A,B)),4), Equals(LengthOf(Line(B,C)),3), Equals(LengthOf(Line(A,C)),2), Find(LengthOf(Line(D,E)))",Equals MeasureOf Angle 1  MeasureOf Angle 2    Equals LengthOf Line AC  Line AD   Equals MeasureOf Angle C  MeasureOf Angle D    Equals LengthOf Line AB  4  Equals LengthOf Line BC  3  Equals LengthOf Line AC  2  Find LengthOf Line DE   ,3
1641,x=(90+90)-150,"Equals(MeasureOf(Angle(A,O,D)),150), Find(MeasureOf(Angle(B,O,C)))",Equals MeasureOf Angle AOD  150  Find MeasureOf Angle BOC   ,30
1642,x=180-62,"Equals(Equals(MeasureOf(Angle(1)),MeasureOf(Angle(2))),MeasureOf(Angle(3)), Find(MeasureOf(Angle(4)))",Equals Equals MeasureOf Angle 1  MeasureOf Angle 2   MeasureOf Angle 3   Find MeasureOf Angle 4   ,118
1644,x=(1+2)/1,"Similar(Triangle(A,D,E),LengthOf(Triangle(A,B,C))), Equals(LengthOf(Line(A,D)),1), Equals(LengthOf(Line(B,D)),2), RatioOf(LengthOf(Triangle(A,D,E))), LengthOf(Triangle(A,B,C))",Similar Triangle ADE LengthOf Triangle ABC    Equals LengthOf Line AD  1  Equals LengthOf Line BD  2  RatioOf LengthOf Triangle ADE    LengthOf Triangle ABC  ,0.333333333
1647,x=45-21,"Parallel(Line(A,B),Line(C,D)), Line(B,E), Line(C,D), Point(F), Equals(MeasureOf(Angle(B)),45), Equals(MeasureOf(Angle(E)),21), Find(MeasureOf(Angle(D)))",Parallel Line AB Line CD   Line BE  Line CD  Point F  Equals MeasureOf Angle B  45  Equals MeasureOf Angle E  21  Find MeasureOf Angle D   ,24
1649,x=38+62,"LengthOf(Triangle(A,B,C)), Line(B,C), Equals(MeasureOf(Angle(B)),38), Equals(MeasureOf(Angle(A)),62), Find(MeasureOf(Angle(A,C,D)))",LengthOf Triangle ABC   Line BC  Equals MeasureOf Angle B  38  Equals MeasureOf Angle A  62  Find MeasureOf Angle ACD   ,100
1651,x=(??(8*8+6*6))/2,"Circle($), Shape($), Equals(Line(A,B),Circle($)), Line(A,B), LengthOf(Triangle(A,B,C)), Equals(WidthOf(Polygon($)),6)",Circle $  Shape $  Equals Line AB Circle $   Line AB  LengthOf Triangle ABC   Equals WidthOf Polygon $  6 ,5
1653,x=((180-40)-40)/2,"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Equals(MeasureOf(Angle(O,C,B)),40), Find(MeasureOf(Angle(A)))",Circle O  Circle $  LengthOf Triangle ABC   Equals MeasureOf Angle OCB  40  Find MeasureOf Angle A   ,50
1654,x=90-30,"InscribedIn(Triangle(A,B,C),Circle(O)), IsDiameterOf(Line(A,D),Circle(O)), Equals(MeasureOf(Angle(A,B,C)),30), Find(MeasureOf(Angle(C,A,D)))",InscribedIn Triangle ABC Circle O   IsDiameterOf Line AD Circle O   Equals MeasureOf Angle ABC  30  Find MeasureOf Angle CAD   ,60
1656,x=(1*2)*(sin(60/180*pi)),"InscribedIn(Triangle(A,B,C),Circle(O)), Equals(MeasureOf(Angle(B,A,C)),60), Find(LengthOf(Line(B,C)))",InscribedIn Triangle ABC Circle O   Equals MeasureOf Angle BAC  60  Find LengthOf Line BC   ,1.732050808
1657,x=(sin((8*2)/180*pi))*(180-120),"Equals(Circle(O),circumCircle($), LengthOf(Triangle(A,B,C)), IntersectAt(MeasureOf(Angle(B,A,C)),MeasureOf(Angle(A,B,C)),Point(I)), Circle(O), Line(A,I), Point(D), Line(B,D), Line(D,C), Equals(RadiusOf(Circle(O)),8), Equals(MeasureOf(Angle(B,A,C)),120), Find(LengthOf(Line(D,I)))",Equals Circle O circumCircle $  LengthOf Triangle ABC   IntersectAt MeasureOf Angle BAC  MeasureOf Angle ABC  Point I   Circle O  Line AI  Point D  Line BD  Line DC  Equals RadiusOf Circle O  8  Equals MeasureOf Angle BAC  120  Find LengthOf Line DI   ,13.85640646
1660,x=((sin(60/180*pi))*(2*2))/2,"IsMidpointOf(Point(D),Line(A,B)), IsMidpointOf(Point(E),Line(A,B)), Line(A,C), Equilateral(Triangle(A,B,C)), Circle(O), Equals(RadiusOf(Circle(O)),2), Find(LengthOf(Line(D,E)))",IsMidpointOf Point D Line AB   IsMidpointOf Point E Line AB   Line AC  Equilateral Triangle ABC   Circle O  Equals RadiusOf Circle O  2  Find LengthOf Line DE   ,1.732050808
1661,x=(((50*2)-180)-180)-(((50*2)-180)-180),"Point(A), Point(B), Point(C), Circle(O), IntersectAt(Line(C,O),Line(A,B),Point(D)), Equals(LengthOf(Line(B,D)),Line(B,O)), Equals(MeasureOf(Angle(A)),50), Find(MeasureOf(Angle(B)))",Point A  Point B  Point C  Circle O  IntersectAt Line CO Line AB Point D   Equals LengthOf Line BD  Line BO   Equals MeasureOf Angle A  50  Find MeasureOf Angle B   ,20
1662,x=(sin(60/180*pi))*(2*2),"Circle(O), Circle($), LengthOf(Triangle(A,B,C)), Line(O,B), Line(O,C), Equals(RadiusOf(Circle(O)),2), Equals(MeasureOf(Angle(B,A,C)),60), Find(LengthOf(Line(B,C)))",Circle O  Circle $  LengthOf Triangle ABC   Line OB  Line OC  Equals RadiusOf Circle O  2  Equals MeasureOf Angle BAC  60  Find LengthOf Line BC   ,3.464101615
1663,x=45,"Circle(O), Equals(MeasureOf(Angle(1)),45), Find(MeasureOf(Angle(2)))",Circle O  Equals MeasureOf Angle 1  45  Find MeasureOf Angle 2   ,45
1665,x=(20*2)+20,"Circle(O), IsChordOf(Line(B,C),Circle($)), Line(O,A), Line(A,C), Line(O,B), IntersectAt(Line(A,C),Line(O,B),Point(M)), Equals(MeasureOf(Angle(C)),20), Find(MeasureOf(Angle(A,M,B)))",Circle O  IsChordOf Line BC Circle $   Line OA  Line AC  Line OB  IntersectAt Line AC Line OB Point M   Equals MeasureOf Angle C  20  Find MeasureOf Angle AMB   ,60
1666,x=90-24,"Circle(O), IsDiameterOf(Line(A,B),Circle(O)), Equals(Arc(C,B),arc), Arc(B,D), Equals(MeasureOf(Angle(C,A,B)),24), Find(MeasureOf(Angle(A,B,D)))",Circle O  IsDiameterOf Line AB Circle O   Equals Arc CB arc  Arc BD  Equals MeasureOf Angle CAB  24  Find MeasureOf Angle ABD   ,66
1668,x=((180-35)-35)-35,"IsDiameterOf(Line(A,B),Circle($)), Line(B,C), Line(C,D), Line(D,E), Equals(MeasureOf(Angle(C,O,D)),35), Find(MeasureOf(Angle(A,O,E)))",IsDiameterOf Line AB Circle $   Line BC  Line CD  Line DE  Equals MeasureOf Angle COD  35  Find MeasureOf Angle AOE   ,75
1669,x=((180-50)-360)/2,"Circle(O), LengthOf(Triangle(A,B,C)), Line($), Equals(LengthOf(Line(D,E)),Line(F,G)), Equals(LengthOf(Line(F,G)),Line(H,K)), Equals(MeasureOf(Angle(A)),50), Find(MeasureOf(Angle(B,O,C)))",Circle O  LengthOf Triangle ABC   Line $  Equals LengthOf Line DE  Line FG   Equals LengthOf Line FG  Line HK   Equals MeasureOf Angle A  50  Find MeasureOf Angle BOC   ,115
1672,x=((40*2)-180)/2,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(O,B,C)),40), Find(MeasureOf(Angle(A)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle OBC  40  Find MeasureOf Angle A   ,50
1673,x=(2*2)/2,"Line(l), Circle(O), Point(A), Point(B), Equals(RadiusOf(Circle(O)),2), LengthOf(Triangle(O,A,B)), Find(AreaOf(Polygon($)))",Line l  Circle O  Point A  Point B  Equals RadiusOf Circle O  2  LengthOf Triangle OAB   Find AreaOf Polygon $   ,2
1674,x=(50*2)-180,"IsChordOf(Line(M,N),Circle(O)), Equals(MeasureOf(Angle(M)),50), Find(MeasureOf(Angle(M,O,N)))",IsChordOf Line MN Circle O   Equals MeasureOf Angle M  50  Find MeasureOf Angle MON   ,80
1675,x=((40+40)+40)-180,"IsDiameterOf(Line(A,B),Circle(O)), Line(B,C), Line(C,D), Line(D,E), Equals(MeasureOf(Angle(B,O,C)),40), Find(MeasureOf(Angle(A,O,E)))",IsDiameterOf Line AB Circle O   Line BC  Line CD  Line DE  Equals MeasureOf Angle BOC  40  Find MeasureOf Angle AOE   ,60
1678,x=(37*2)-180,"Circle(O), Equals(MeasureOf(Angle(B)),37), Line(A,B)",Circle O  Equals MeasureOf Angle B  37  Line AB ,106
1680,x=((180-50)/2)+50,"Line(A,B), Line(C,D), Circle(O), IsChordOf(Parallel(Line(D,E),Line(A,B)),Circle($)), Arc(D,E), Find(MeasureOf(Angle(B,O,C)))",Line AB  Line CD  Circle O  IsChordOf Parallel Line DE Line AB  Circle $   Arc DE  Find MeasureOf Angle BOC   ,115
1683,x=(cos(60/180*pi))*2,"Equals(RadiusOf(Circle(O)),2), Point(A), Circle(O), Line(O,D), IsChordOf(Line(B,C),Circle($)), Equals(MeasureOf(Angle(B,A,C)),60), Find(LengthOf(Line(O,D)))",Equals RadiusOf Circle O  2  Point A  Circle O  Line OD  IsChordOf Line BC Circle $   Equals MeasureOf Angle BAC  60  Find LengthOf Line OD   ,1
1684,x=((180-50)-50)/2,"Circle(O), IsMidpointOf(Point(C),Line($)), Line(A,B), Equals(MeasureOf(Angle(O,A,B)),50), Find(MeasureOf(Angle(B,O,C)))",Circle O  IsMidpointOf Point C Line $   Line AB  Equals MeasureOf Angle OAB  50  Find MeasureOf Angle BOC   ,40
1686,x=(180-70)-70,"IsDiameterOf(Line(A,B),Circle(O)), Equals(MeasureOf(Angle(A,O,C)),70), Parallel(Line(A,D),Line(O,C)), Find(MeasureOf(Angle(A,O,D)))",IsDiameterOf Line AB Circle O   Equals MeasureOf Angle AOC  70  Parallel Line AD Line OC   Find MeasureOf Angle AOD   ,40
1687,x=(180-30)-30,"Circle(O), Equals(MeasureOf(Angle(A)),30), Find(MeasureOf(Angle(A,O,B)))",Circle O  Equals MeasureOf Angle A  30  Find MeasureOf Angle AOB   ,120
1689,x=(180-30)-30,"Circle(O), Line(A,C), Triangle(A,B,C), Line(A,B), Point(D), Equals(MeasureOf(Angle(B,A,C)),30), Line(A,D)",Circle O  Line AC  Triangle ABC  Line AB  Point D  Equals MeasureOf Angle BAC  30  Line AD ,120
1691,x=(??(((sin(30/180*pi))*2)*((sin(30/180*pi))*2)-2*2))+(??(((sin(30/180*pi))*2)*((sin(30/180*pi))*2)-2*2)),"Line(A,B), Line(C,D), Circle(O), Perpendicular(Line(A,B),Line(C,D)), Line(C,E), Line(E,B), DiameterOf(Circle(O)), Equals(LengthOf(Line(A,B)),2), PerimeterOf(Polygon($)), LengthOf(Triangle(P,E,B))",Line AB  Line CD  Circle O  Perpendicular Line AB Line CD   Line CE  Line EB  DiameterOf Circle O   Equals LengthOf Line AB  2  PerimeterOf Polygon $   LengthOf Triangle PEB  ,2.732050808
1693,x=(180-60)-60,"IsDiameterOf(Line(A,B),Circle(O)), Line(B,D), Line(C,D), Equals(MeasureOf(Angle(B,O,D)),60), Find(MeasureOf(Angle(A,O,C)))",IsDiameterOf Line AB Circle O   Line BD  Line CD  Equals MeasureOf Angle BOD  60  Find MeasureOf Angle AOC   ,60
1694,x=90-40,"IsDiameterOf(Line(A,B),Circle(O)), Circle(O), Equals(MeasureOf(Angle(B,C,D)),40), Find(MeasureOf(Angle(A,B,D)))",IsDiameterOf Line AB Circle O   Circle O  Equals MeasureOf Angle BCD  40  Find MeasureOf Angle ABD   ,50
1695,x=50,"IsDiameterOf(Line(A,B),Circle(O)), IsDiameterOf(Line(C,D),Circle(O)), IsChordOf(Line(D,F),Circle($)), IsChordOf(Line(B,E),Circle($)), Line(D,F), Line(B,E), Equals(MeasureOf(Angle(B)),50), Find(MeasureOf(Angle(D)))",IsDiameterOf Line AB Circle O   IsDiameterOf Line CD Circle O   IsChordOf Line DF Circle $   IsChordOf Line BE Circle $   Line DF  Line BE  Equals MeasureOf Angle B  50  Find MeasureOf Angle D   ,50
1697,x=40,"IsChordOf(Line(A,E),Circle($)), Line(C,D), Line(A,O), Equals(MeasureOf(Angle(A,O,C)),40), Angle($), Circle($), Line(D,E)",IsChordOf Line AE Circle $   Line CD  Line AO  Equals MeasureOf Angle AOC  40  Angle $  Circle $  Line DE ,40
1700,x=((90-25)-180)-((90-25)-180),"Triangle(A,B,C), Equals(MeasureOf(Angle(C)),90), Equals(MeasureOf(Angle(B)),25), LengthOf(Line(C,A)), Circle($), Line(A,B), Point(D), Arc(A,D)",Triangle ABC  Equals MeasureOf Angle C  90  Equals MeasureOf Angle B  25  LengthOf Line CA   Circle $  Line AB  Point D  Arc AD ,50
1702,x=(180-50)-50,"Line(A,B), Line(C,D), Circle(O), Equals(MeasureOf(Angle(A,O,C)),50), SinOf(g), Parallel(Line(A,E),Line(C,D)), Find(MeasureOf(Angle(A,O,E)))",Line AB  Line CD  Circle O  Equals MeasureOf Angle AOC  50  SinOf g  Parallel Line AE Line CD   Find MeasureOf Angle AOE   ,80
1704,x=1,"IsChordOf(Line(A,B),Circle(O)), Equals(LengthOf(Line(A,B)),a<1), Line(A,B), SideOf(Regular(Polygon($))), LengthOf(Triangle(A,B,C)), Circle(O), Point(D), Point(A), Equals(LengthOf(Line(D,B)),a), Equals(LengthOf(Line(A,B)),a), Line(D,C), Point(E), Find(LengthOf(Line(A,E)))",IsChordOf Line AB Circle O   Equals LengthOf Line AB  a<1  Line AB  SideOf Regular Polygon $    LengthOf Triangle ABC   Circle O  Point D  Point A  Equals LengthOf Line DB  a  Equals LengthOf Line AB  a  Line DC  Point E  Find LengthOf Line AE   ,1
1705,x=(sin(30/180*pi))*4,"Mul(Angle($),30), Triangle($), Circle(O), Point(A), Point(B), Equals(DiameterOf(Circle(O)),4), IsChordOf(Line(A,B),Circle($))",Mul Angle $ 30  Triangle $  Circle O  Point A  Point B  Equals DiameterOf Circle O  4  IsChordOf Line AB Circle $  ,2
1706,x=(((30+40)+50)-360)/360,Sector($),Sector $ ,0.666666667
1707,x=90-53,"Parallelogram(A,B,C,D), Line(B,E), Equals(MeasureOf(Angle(A,D,C)),53), Line(A,E), Find(MeasureOf(Angle(A,E,B)))",Parallelogram ABCD  Line BE  Equals MeasureOf Angle ADC  53  Line AE  Find MeasureOf Angle AEB   ,37
1708,x=(3.5-2)*2,"Equals(RadiusOf(Circle(C)),2), Point(O), Circle($), Equals(LengthOf(Line(O,C)),3.5), Point(P), Circle(C), Point(A), Point(B), Line(l), SinOf(g), Equals(LengthOf(Line(O,A)),Line(O,B)), Equals(MeasureOf(Angle(A,P,B)),90), Point(C), Line(A,B)",Equals RadiusOf Circle C  2  Point O  Circle $  Equals LengthOf Line OC  3.5  Point P  Circle C  Point A  Point B  Line l  SinOf g  Equals LengthOf Line OA  Line OB   Equals MeasureOf Angle APB  90  Point C  Line AB ,3
1709,x=(180-90)-30,"IsChordOf(Line(A,B),Circle($)), IsChordOf(Line(C,D),Circle($)), Point(E), Perpendicular(Line(A,B),Line(C,D)), Equals(MeasureOf(Angle(A)),30), Find(MeasureOf(Angle(B)))",IsChordOf Line AB Circle $   IsChordOf Line CD Circle $   Point E  Perpendicular Line AB Line CD   Equals MeasureOf Angle A  30  Find MeasureOf Angle B   ,60
1710,x=60/2,"Equals(MeasureOf(Angle(A,O,B)),Angle($)), Circle(O), Equals(MeasureOf(Angle(A,O,B)),60), Angle($), MeasureOf(Angle(A,C,B))",Equals MeasureOf Angle AOB  Angle $   Circle O  Equals MeasureOf Angle AOB  60  Angle $  MeasureOf Angle ACB  ,30
1711,x=72/2,"Point(A), Point(B), Point(C), Circle(O), Equals(MeasureOf(Angle(A,O,C)),72), Find(MeasureOf(Angle(A,B,C)))",Point A  Point B  Point C  Circle O  Equals MeasureOf Angle AOC  72  Find MeasureOf Angle ABC   ,36
1712,x=55*2,"IsDiameterOf(Line(A,B),Circle(O)), Point(C), Circle(O), Equals(MeasureOf(Angle(O,C,A)),55), Find(MeasureOf(Angle(B,O,C)))",IsDiameterOf Line AB Circle O   Point C  Circle O  Equals MeasureOf Angle OCA  55  Find MeasureOf Angle BOC   ,110
1713,x=(60*2)/2,"Equals(RadiusOf(Circle(O)),5), Equals(IsChordOf(LengthOf(Line(A,B)),Circle($)),5¡Ì{3}), Circle($), Find(MeasureOf(Angle(A,C,B)))",Equals RadiusOf Circle O  5  Equals IsChordOf LengthOf Line AB  Circle $  5¡Ì{3}  Circle $  Find MeasureOf Angle ACB   ,60
